full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
sorry bgt gue retweet politik lagi gabut dan nonton debat capres.,1.74400267466689E+018,2024-01-07 14:26:54+00:00,bubbleguzm,1.29133876394413E+018,in,they/them | minor dni🔞,0,0,0,0,https://x.com/bubbleguzm/status/1744002674666897429,,0,bubbleguzm,
2019 gue ga peduli prabowo kalah atau menang. ga mau terjun ke politik sama sekali kalo 2024 ini gue pastikan gue turun buat dukung prabowo. mungkin karna rasa cinta gue terlalu besar,1.74400369726348E+018,2024-01-07 14:30:58+00:00,akubolehjujurga,1.42236274194835E+018,in,,113,22,13,568,https://x.com/akubolehjujurga/status/1744003697263489190,,0,akubolehjujurga,
Emang taun politik jadi TL politik semua. Gue sampe bingung harus mute kata apa Nama paslon udah gue mute eh ternyata ga dimunculin nama paslon nya. Terus gue harus mute apa,1.7440038864936E+018,2024-01-07 14:31:43+00:00,zonavios,1.6097664350391E+018,in,,0,0,0,1,https://x.com/zonavios/status/1744003886493602066,,0,zonavios,
Males gue komen politik di sebelah langsung dikira simpatisan ini itu. Padahal gue lagi nggak ada nama buat dipilih wkwkw,1.74400615563724E+018,2024-01-07 14:40:44+00:00,shrulean,1.53128812827458E+018,in,she ; mdni,0,0,0,0,https://x.com/shrulean/status/1744006155637240272,,0,shrulean,
Maaf aku bawa2 politik ke tl sumpah jahat banget yg bilang gini padahal oramg2 di Gaza tuh orang2 hebat yg mau mempertahankan tanah mereka dari penjajah mereka ngga takut mati mati bukan akhir segalanya. Hidup mereka ngga nyaman susah buat ibadah makan/minum berobat.,1.74400629779066E+018,2024-01-07 14:41:18+00:00,kuemochiku,1.09203376648937E+018,in,,0,0,0,0,https://x.com/kuemochiku/status/1744006297790660864,,0,kuemochiku,
Aku bakalan lumayan sering up up politik wkwkwk kalau ada yang ga suka feel free buat bub. Kpop ya kpop but harus melek politik juga. Emang mau 5 tahun ke depan dipimpin sama orang yang salah? Aku sih gamau yaa.,1.74400908129011E+018,2024-01-07 14:52:21+00:00,mayziziii,244833639,in,Pearl Metal Gold Paradise∞,0,0,0,0,https://x.com/mayziziii/status/1744009081290113069,,0,mayziziii,
bismillah sebenernya lagi males ikut-ikutan politik beginian tapi aku akan melakukan hal yg sama sih semenjak diskusi dan ketemu langsung para korban Talangsari 1989 aku bulatkan tekad untuk nyoblos tapi BUKAN 02! kejadian 35 silam masih jelas terekam dimata mereka https://t.co/kooBk1hHmJ,1.74400915728677E+018,2024-01-07 14:52:39+00:00,piqicu,532294674,in,"Lampung, Indonesia",0,1,0,2,https://x.com/piqicu/status/1744009157286772925,,0,piqicu,
Maaf guys aku repost meme politik wkwkw gatau lucu aja,1.74400953977368E+018,2024-01-07 14:54:11+00:00,weirdposer,231299966,in,,0,0,0,0,https://x.com/weirdposer/status/1744009539773681998,,0,weirdposer,
Lah kan namanya debat. Gue ga begitu into sama politik ya tapi menurut gue lu yg sebagai buzzer atau tdknya di paslon pilihan lu ga seharusnya ngeluarin statement begini kaya keliatan begonya. Debat capres emang mekanismenya harus yg kaya apa? Kok ya aneh -_-,1.74401004274622E+018,2024-01-07 14:56:10+00:00,disbeeswagr,1.72026974846493E+018,in,Republic of Korea,0,1,0,0,https://x.com/disbeeswagr/status/1744010042746228960,,0,disbeeswagr,
Gue gak tertarik masalah politik wkwkwk,1.74401012669943E+018,2024-01-07 14:56:31+00:00,reinsgrayonn,1.66825238020135E+018,in,levi ackerman,0,3,0,0,https://x.com/reinsgrayonn/status/1744010126699434039,,0,reinsgrayonn,
Gue nangis dengernya demi Allah gue jarang komen soal politik but that's so disgusting,1.74401082600323E+018,2024-01-07 14:59:17+00:00,rinjunie_,1.34196735226339E+018,in,jjong 🌸 ,0,0,0,0,https://x.com/rinjunie_/status/1744010826003234887,,0,rinjunie_,
aku tak mau bahas politik ah disini takut kebablasan ,1.7440108778238E+018,2024-01-07 14:59:30+00:00,m_a_n_s_e,8.63208825209278E+017,in,Personal Account,0,0,0,0,https://x.com/m_a_n_s_e/status/1744010877823807634,,0,m_a_n_s_e,
Paling males sama yang suka nyindir2 atau ngejatuhin org engga akan jadi terlihat WAH juga sih untuk orang awam yang engga paham-paham bgt politik yang aku liat pasti sikapnya duluan kaya gimana. Padahal kenapa engga mempromosikan diri aja tanpa harus menjatuhkan:),1.74401089928186E+018,2024-01-07 14:59:35+00:00,yannidwii,268365619,in,,0,0,0,0,https://x.com/yannidwii/status/1744010899281862777,,0,yannidwii,
Seng politik Yo Monggo ngomong politik. Jan aku tak cinta²an wae lah .. Sakjane ora onok opo² namung kahanan seng mbarai aku setuju Karo lirik e last child Dan kau harus temukan semua cinta yang pasti yang tak seperti aku yang jauh dari harapanmu Aaaaa tolongggg ... ,1.74401135561376E+018,2024-01-07 15:01:23+00:00,djayranary,1.09706119060001E+018,in,"Sidoarjo, Indonesia",0,0,0,0,https://x.com/djayranary/status/1744011355613761920,,0,djayranary,
ah babi tl gue isinya politik semua,1.744011560581E+018,2024-01-07 15:02:12+00:00,smokintozaza,1.19093749576609E+018,in,,0,0,0,0,https://x.com/smokintozaza/status/1744011560581009448,,0,smokintozaza,
Kalo gue jadi konsultan politik Prabowo gue akan menyarankan Prabowo ngomong ini di presscon: Saya demokratis. Saya siap membuka data &amp; dialog. Saya mengundang seluruh masyarakat datang di acara KULITIN PRABOWO. Tanya apapun. Saya buktikan data saya benar &amp; saya pro demokrasi ,1.7440123953272E+018,2024-01-07 15:05:31+00:00,virdianaurellio,1.64466405086817E+018,in,,0,1,2,4,https://x.com/virdianaurellio/status/1744012395327205692,,0,virdianaurellio,
Dan sebab itulah tiap orang yang bermimpikan republik bagi aku cuma bermimpi basah. Malaysia ni walau politik identiti ke laut tapi sistem dia interlock satu sama lain. Satu monarki tumbang ada 8 lagi. Ada krisis PM (2020) raja incaj. Ada krisis kerabat (2010) PM incaj.,1.74401263413832E+018,2024-01-07 15:06:28+00:00,sjfi_twider,1.24746244972221E+018,in,"Melaka Mandate of Langkasuka
",7,7,141,366,https://x.com/sjfi_twider/status/1744012634138321007,,0,sjfi_twider,
jgn bahas politik sm gue atau gue block,1.74401297072692E+018,2024-01-07 15:07:49+00:00,fluppylone,1.20618941025485E+018,in,not found,0,2,0,0,https://x.com/fluppylone/status/1744012970726924499,,0,fluppylone,
fyp twitter ini ngeselin bgt anj tadi pagi gue buka rep sama qrt postingan yg bilang gibran nonton gda sekarang timeline gue jadi campur tentang politik sampe akun gerindra aja lewat fak kata gue teh ,1.74401556603226E+018,2024-01-07 15:18:07+00:00,_babybin,1.3310685570949E+018,in,☁️🍞!,0,1,0,0,https://x.com/_babybin/status/1744015566032261464,,0,_babybin,
@berlianidris Sudah waktunya beliau beristirahat pikiran jahat gue kalau beliau menang terus kena stroke politik dinasti akan berlanjut .,1.74401563022184E+018,2024-01-07 15:18:23+00:00,jimans_,1.55831855994388E+018,in,"Kudus, Indonesia",59,48,161,2141,https://x.com/jimans_/status/1744015630221840753,berlianidris,1,jimans_,berlianidris
Gak feeling ambek politik soale lebih seneng ngeladeni dingklik jepara iki aku,1.74401569794318E+018,2024-01-07 15:18:39+00:00,donopradana,326969903,in,Surabaya,0,10,6,68,https://x.com/donopradana/status/1744015697943187814,,0,donopradana,
gue males bgt bahas politik tp gue sakit hati anjir denger opini nya blio,1.74401571228762E+018,2024-01-07 15:18:42+00:00,star2miniverse,1.72295124437604E+018,in,seungmin in the building!!,0,0,0,0,https://x.com/star2miniverse/status/1744015712287621498,,0,star2miniverse,
Maaf moots kalo aku berisik masalah politik krna jujur greget dan pengen yg terbaik buat negara kita anjaay. Krisis nepotisme suap sama korupsi bgt kalo kita gak kritis. Misal gak suka bisa mute/bub yaa,1.74401601729325E+018,2024-01-07 15:19:55+00:00,nninaur,9.8618133185069E+017,in,,0,0,1,0,https://x.com/nninaur/status/1744016017293250647,,0,nninaur,
pdhl gue bnran gapernah ngikutin politik tp pas tau 02 bawa gaza kek lngsung EW?!?,1.74401605864489E+018,2024-01-07 15:20:05+00:00,pwettyshaf,1.23002479921432E+018,in,,0,0,0,0,https://x.com/pwettyshaf/status/1744016058644893759,,0,pwettyshaf,
Selamat malam rakyat Indonesia raya siapapun tolong kenalin aku ke temannya... interest saat ini Genshin fashion &amp; politik (sesuai uname). Dengerin SVT TNBH k-girlgroup dan suka genre apa aja. Suka share foto kucingku yang kerjanya tidur dan marah terus. Temanan please... https://t.co/S6b66KcBDw,1.74401626438394E+018,2024-01-07 15:20:54+00:00,wahanx,2243634764,in,"19, any pronoun",10,19,5,0,https://x.com/wahanx/status/1744016264383943105,,0,wahanx,
Ga suka sama tweet politik tapi yang ini lucu juga aku maafin,1.7440167390365E+018,2024-01-07 15:22:47+00:00,Skyr2023,1.54676161910278E+018,in,,0,0,0,1,https://x.com/Skyr2023/status/1744016739036500361,,0,Skyr2023,
tl gue politik semua sebel -_-,1.7440176192321E+018,2024-01-07 15:26:17+00:00,uwuuwuayee,1.13092045530764E+018,in,,0,1,0,0,https://x.com/uwuuwuayee/status/1744017619232100516,,0,uwuuwuayee,
aku jujur kadang gsuka kalau akun gede BTS dh masuk ke ranah politik tujuan nya bukan buat BTS Lagi tapi ke politik itu sndiri aku sangat menghargai bagaimana dia member support se besar nya terhadap suatu negara tapi kalau sampe flop dan gapernah bahas Per vote an like??bro,1.74401871736806E+018,2024-01-07 15:30:39+00:00,rkivestudio0,1.72333218345959E+018,in,𝐒𝐞𝐥𝐞𝐜𝐭𝐢𝐯𝐞⋆.˚,1,2,0,1,https://x.com/rkivestudio0/status/1744018717368062053,,0,rkivestudio0,
maaf aku dulu apatis politik tapi sekarang jadi mikir kok bisa beliau jadi menhan sih.,1.74402000332072E+018,2024-01-07 15:35:45+00:00,ceuyi,1.44675242651027E+018,in,dnss rant,0,2,0,1,https://x.com/ceuyi/status/1744020003320729921,,0,ceuyi,
eh maaf bgt aku rt politik soalnya aku lagi sebel,1.74402030695473E+018,2024-01-07 15:36:58+00:00,yuyudumps,1.67210668419672E+018,in,hatinya jung wooyoung,0,0,0,0,https://x.com/yuyudumps/status/1744020306954735735,,0,yuyudumps,
gue beneran udah muak sama perpolitikan ini anjing bisa cepetan udah ngga sih gue enek liat tl isinya politik mulu gue udah gerah liat sampah baliho di mana-mana gue najis liat semua hal dipolitisasi gue muak anjing bangsat diem.,1.74402043445317E+018,2024-01-07 15:37:28+00:00,doepiw,1.66954532677526E+018,in,,0,1,0,6,https://x.com/doepiw/status/1744020434453176388,,0,doepiw,
mending kalo politik gue diem aja,1.7440205599594E+018,2024-01-07 15:37:58+00:00,hazelmilky,1.02136007966308E+018,in,homophobic dni 😡,0,0,0,0,https://x.com/hazelmilky/status/1744020559959400669,,0,hazelmilky,
JANGAN NGOMONGIN POLITIK PLIS GUE GAK SANGGUP,1.74402070980085E+018,2024-01-07 15:38:34+00:00,ocheeseu,174181478,in,ncity,0,0,0,0,https://x.com/ocheeseu/status/1744020709800857660,,0,ocheeseu,
Andai gitu aja ada kawand yang bisa ajak aku ngobrol politik. Bukannya aku ngga melek tapi di tahun politik ini aku tambah kebingungan kayak tanpa arah aowkwkw (andai aja aku dan dirimu tidak berhenti bicara pasti sudah bahas politik ke mana mana ye kan),1.74402614483032E+018,2024-01-07 16:00:10+00:00,jouwnika,3140085114,in,nowhere,0,0,0,0,https://x.com/jouwnika/status/1744026144830324822,,0,jouwnika,
Ntah kenapa jadi g suka hal hal yg berbau perdebatan denger orang sekitar berbeda pendapat dan debat jadi pusing dan annoying bgt bahkan debat capres yg dulunya kek seru bgt gue jd gasuka wkwk walaupun ya gue ngikutin politik tp ga suka bgt denger debat debat gitu :(,1.74403121349152E+018,2024-01-07 16:20:18+00:00,Zahiisyah,1646970156,in,delft | Netherland,0,0,0,0,https://x.com/Zahiisyah/status/1744031213491527706,,0,Zahiisyah,
Itu ava member bangtan tapi akunnya isinya politik semua bjir mana mutual gue,1.74403183356908E+018,2024-01-07 16:22:46+00:00,Alpacakim_,1.60538705608704E+018,in,ksj ♡🦙⊹˚. ♡,0,9,0,0,https://x.com/Alpacakim_/status/1744031833569087523,,0,Alpacakim_,
Fakta emak gue jg bilang kasian ke prabowo krn diserang anis mulu tp gue ketawa aja gue jelasin Mak itu mah permainan politik fokus aja ke capres yg ngomong sesuai konteks emak gue nyengir lagi Pak Ganjar Ganteng banget GAGAH lagi trs die cerita pengalaman die ketemu ganjar dulu,1.74403548497489E+018,2024-01-07 16:37:16+00:00,Delisa_Lockey,1.26892344253691E+018,in,Bojong kenyot,1,1,0,0,https://x.com/Delisa_Lockey/status/1744035484974891315,,0,Delisa_Lockey,
pengen nge twit politik. ga jd ah post foto kucing aku aja https://t.co/Vf00wjfiq0,1.74403548794444E+018,2024-01-07 16:37:17+00:00,ramisatria,1.28518304811643E+018,in,,0,1,0,2,https://x.com/ramisatria/status/1744035487944442351,,0,ramisatria,
Temen gue pernah bilang kalo dia milih prabowo karena sebelum-sebelumnya pun milih pb nah tadi pas gue tanya jangan lupa nonton debat dia bilang gak suka politik.. gue pun jawab 'waaaat?',1.74403650731966E+018,2024-01-07 16:41:20+00:00,deliciouscious,1.39225596285815E+018,in,bismillah,0,1,0,0,https://x.com/deliciouscious/status/1744036507319664673,,0,deliciouscious,
Dulu yg 2019 knapa gak milih Prabowo? Iya Karna Jokowi better. Berarti Skrnag cara milihnya ya wes cari yg better dari Prabowo kalo gaada ya berarti Indonesia 5 tahun ke depan gatau dah bakal gmn. Gue ga ngerti politik maybe opini sampah tapi jujur gue bingung,1.74403671887208E+018,2024-01-07 16:42:11+00:00,camaovinga,1.24803254372879E+018,in,"Bali, Indonesia",0,1,0,0,https://x.com/camaovinga/status/1744036718872084834,,0,camaovinga,
Eh ini gimana ya cara hapus politik dari timeline. Soalnya aku sudah menemukan pilihanku jadiiii mari kita bersih-bersih timeline ‍️,1.7440378305387E+018,2024-01-07 16:46:36+00:00,inflammazome,1.44074812064878E+018,in,"Boston, MA",0,0,0,2,https://x.com/inflammazome/status/1744037830538707038,,0,inflammazome,
gue buta bgt politik tp jokes ini selalu lucu kenapa ya,1.74403789628447E+018,2024-01-07 16:46:51+00:00,calycaruby,1.25639643826042E+018,in,,0,0,0,0,https://x.com/calycaruby/status/1744037896284475608,,0,calycaruby,
Debat capres adalah acara politik. Lalu tema debat yg ditentukan penyelenggara kali ini adalah tentang pertahanan. Pusing gue.,1.74403938702397E+018,2024-01-07 16:52:47+00:00,NOTASLIMBOY,19190361,in,"Cipayung, Indonesia",30,111,2018,9472,https://x.com/NOTASLIMBOY/status/1744039387023970577,,0,NOTASLIMBOY,
Satt TL gue isinya politik semua.,1.74403954135334E+018,2024-01-07 16:53:24+00:00,ciiikal,1.530409043676E+018,in,,0,0,0,0,https://x.com/ciiikal/status/1744039541353349321,,0,ciiikal,
Sekarang elo jadi Menhan terus didesak diskusi soal cyber security di televisi. Ya gila juga kalo mau jawab Eh itu sih udah program lanjutan Menhan senior gue dari tahun 2012 cuy! Gak mungkin kan buka rahasia negara gue aja dapetnya dari Lambe Turah politik &amp; militer ,1.74403980816143E+018,2024-01-07 16:54:27+00:00,ImaginarySteady,2556873745,in,"Jakarta, Indonesia",1,0,1,5,https://x.com/ImaginarySteady/status/1744039808161435918,,0,ImaginarySteady,
Kalo gimik ganjar penguin gue nyerah sih. Gue politik penguin bgt. Tapi gimik prab dan an kucing. AAAAAK!! pilihan tersulit!!!!!!,1.74404111273261E+018,2024-01-07 16:59:38+00:00,fanitheo_,133121111,in,Jakarta to New York,0,0,0,0,https://x.com/fanitheo_/status/1744041112732610901,,0,fanitheo_,
tl penuh politik gue pusing bgt anjg pengen gue mute semua tp gakau ketinggalan info jg ah babilah,1.74404361793171E+018,2024-01-07 17:09:35+00:00,gyupaI,497522426,in,슈퍼주니어/비투비/씨엔블루/정한해/이장원/주지훈/하석진,0,0,0,0,https://x.com/gyupaI/status/1744043617931710534,,0,gyupaI,
jir ketawa bgt liat cuplikan cuplikan debat capres malem ini funny pdhl aku gk tertarik politik TP LUCU BGT BEJIR LAWAK SKLI,1.74404526471609E+018,2024-01-07 17:16:08+00:00,diaesomnia,1.40544924653114E+018,in,dnf w/o permission ,0,0,0,0,https://x.com/diaesomnia/status/1744045264716095974,,0,diaesomnia,
Panutan politik gue dari dulu,1.74405070699748E+018,2024-01-07 17:37:46+00:00,legislatweet,1.51712301945363E+018,in,,0,0,0,6,https://x.com/legislatweet/status/1744050706997481960,,0,legislatweet,
Pendapat politik aku di masa lalu najis sekali ih sok ngerti ‍️,1.74405632291474E+018,2024-01-07 18:00:05+00:00,Dea_Astari,98092461,in,Indonesia,0,1,0,0,https://x.com/Dea_Astari/status/1744056322914742397,,0,Dea_Astari,
 politik negara kita non-blok tapi markas ASEAN di blok m pak makasi udah bikin gue ketawa kenceng tengah malem,1.74405647739097E+018,2024-01-07 18:00:41+00:00,ChoRatri,1088826144,in,🇮🇩 • any pronouns,0,0,0,0,https://x.com/ChoRatri/status/1744056477390971305,,0,ChoRatri,
Males bgt TL gue isinya politik anjaay pdhl mau cari hiburan,1.74406876225988E+018,2024-01-07 18:49:30+00:00,NunaJaeh,259144017,in,,0,0,0,0,https://x.com/NunaJaeh/status/1744068762259882420,,0,NunaJaeh,
kayanya aku gabisa deh ngetweet politik di sebelah sana haha nanti dibilang berisik ngetweet trs [pengalaman],1.74407260029972E+018,2024-01-07 19:04:45+00:00,shifterditch,8.59975260728209E+017,in,,0,0,0,0,https://x.com/shifterditch/status/1744072600299721122,,0,shifterditch,
tl gue penuhin politik aj deh kpop lg g jelas,1.74412756641036E+018,2024-01-07 22:43:10+00:00,bbycio,1.27861871812627E+018,in,wagwan👐🏻,0,0,0,0,https://x.com/bbycio/status/1744127566410367147,,0,bbycio,
IMHO debat ini emang ga begitu berdampak sama pilihan masyarakat yang kurang paham politik. Gue tinggal di kampung sedikit banyak tau kalo banyak masyarakat yang ga begitu peduli sama gagasan atau rekam jejak. Warga Kab Bogor aja tetep nyoblos yg keluarganya kena kasus.,1.7441294572571E+018,2024-01-07 22:50:41+00:00,rizkymuhammadmr,121980658,in,,0,0,0,0,https://x.com/rizkymuhammadmr/status/1744129457257103675,,0,rizkymuhammadmr,
Ga usah dm nanya soal politik aku benci politik ga ada satupun yg bikin damai. semua punya kepentingan partai masing2. fuck lah.,1.74413006695786E+018,2024-01-07 22:53:06+00:00,apipadisini,1.67082696434794E+018,in,bdg,0,2,1,21,https://x.com/apipadisini/status/1744130066957865103,,0,apipadisini,
ngakak aku buzzer tapi ga take buzzer politik. tapi tau partai siapa yg rajin pake buzzer hate bgt tapi diem aja deh,1.74414514540953E+018,2024-01-07 23:53:01+00:00,Kerlinger_,1.41781559829417E+018,in,,0,0,0,2,https://x.com/Kerlinger_/status/1744145145409532135,,0,Kerlinger_,
Orang kantor ngomongin politik aku ngang ngong ngang ngong gak ngikutin berita,1.74427490648399E+018,2024-01-08 08:28:39+00:00,leorpawd,1.57222150999286E+018,in,swanlake,0,0,0,0,https://x.com/leorpawd/status/1744274906483990785,,0,leorpawd,
karena temen2 minta di Hapus di tkt kan beda orang..tp gue ttp postingin ibu ini. coba @prabowo &amp; @Gerindra ini perempuan kader kalian? Bawa2 hasyim itu. katanya jogetin gemoy... politik riang gembira. ini ngebangsat2in orang https://t.co/k1ovUyOfnL,1.74434324361212E+018,2024-01-08 13:00:12+00:00,LexWu_13,1.39517164615188E+018,in,,0,6,19,48,https://x.com/LexWu_13/status/1744343243612127568,"prabowo,Gerindra",2,LexWu_13,prabowo
UDAH DONG CAPEKK TL GUE POLITIK MULU,1.74436640489412E+018,2024-01-08 14:32:14+00:00,re_letz,8.37810028924936E+017,in,196'23,0,6,0,6,https://x.com/re_letz/status/1744366404894122170,,0,re_letz,
kembalikan tl twitter ku yg receh dan tidak berisi au au ku ilang thread horror dan santet ku uda gapernah muncul sudah hop selese ini batas aku ngetweet ttg politik mari kita menjadi tdk berisi lagi ekwkw,1.74437941462693E+018,2024-01-08 15:23:56+00:00,urssstt,1.26651240252839E+018,in,,0,0,0,1,https://x.com/urssstt/status/1744379414626935157,,0,urssstt,
This is exactly what I thought. Aku sangat menghindari ribut-ribut perkara politik tapi calon yang satu ini dari dulu piye yo mbuhlah aku ra ngerti blasss ,1.74438371274016E+018,2024-01-08 15:41:00+00:00,faath26,315638061,in,,0,0,0,0,https://x.com/faath26/status/1744383712740163622,,0,faath26,
Bincang politik dikit. Aku mungkin cuman tau di permukaan doang kinerja para paslon. Semuanya sama bagusnya dalam menyampaikan gagasan namun kurang dalam penerapannya Imho gaada yang bisa dipilih kalo dari kinerja tapi setidaknya bisa dipilih dari etika~,1.74438682636499E+018,2024-01-08 15:53:23+00:00,me_metanoia_,2362637755,in,,0,1,0,0,https://x.com/me_metanoia_/status/1744386826364993848,,0,me_metanoia_,
Menurut aku buzzer politik yang sudah tidak relevan segera undur diri tanpa berpamitan lalu pulang dan menjaga warnet dikampungnya masing masing sambil menikmati musik dari spiker simbada dengan playlist berjudul Kumpulan lagu untuk menemanimu bekerja ,1.74441133556231E+018,2024-01-08 17:30:46+00:00,berryxminor,8.68707795322814E+017,in,🌑,0,0,0,0,https://x.com/berryxminor/status/1744411335562317889,,0,berryxminor,
TOLONG DONG YANG MUTULAN SAMA AKU terus suka rt like politik atau ttg capres cawapres block akuuuuuu. AKUNKU BUAT KPOPAN BUKAN BUAT LIAT WAR POLITIK ANJIRRR tolong banget ini maah,1.74441960541279E+018,2024-01-08 18:03:38+00:00,crystalclayy,1666269872,in,Jaemin's,0,0,0,0,https://x.com/crystalclayy/status/1744419605412794705,,0,crystalclayy,
Aku harap dengan adanya perbedaan pandangan politik terutama pilihan nanti didasari dengan kemanusiaan yang bebas berekspresi dan mengemukakan pendapat akan merusak persahabatan kita.,1.74442091760918E+018,2024-01-08 18:08:51+00:00,zahrazu,112099005,in,Helm's Deep,0,2,0,1,https://x.com/zahrazu/status/1744420917609189579,,0,zahrazu,
Aku barusan liat debat capres kemarin gais sebenernya ga terlalu fanatik sama politik sii cuma liat debat kemarin bukan debat yg proposional menurutku karena harusnya debat itu adu argumen terkait visi misi masing2 ga sii bukan menjatuhkan lawan dg cara mengorek kesalahan.,1.74443437615345E+018,2024-01-08 19:02:19+00:00,tangganadake4,1587461011,in,SUB,0,1,0,4,https://x.com/tangganadake4/status/1744434376153452648,,0,tangganadake4,
Gue eneg dengan isi TL Gue soal politik semua. Gue rindu jaman2 manusia pada bucin dan sharing kebahagiaan buruan kalian harus happy Cukup aku yg sedih dan menikmati konten kalian,1.74445197268058E+018,2024-01-08 20:12:15+00:00,sudutgia_,1.61967470842911E+018,in,,0,1,0,3,https://x.com/sudutgia_/status/1744451972680585387,,0,sudutgia_,
aku bukan orang yg fanatik soal politik tapi bener2 muak sama orang yg suka rendahin orang apalagi di depan banyak orang. setelah nonton debat ke 3 ternyata mempengaruhi mood bgt yg bener2 down pdhal bukan aku korbannya,1.74448644886116E+018,2024-01-08 22:29:15+00:00,retakk__,3680988732,in,"Jawa Tengah, Indonesia",0,0,0,1,https://x.com/retakk__/status/1744486448861163708,,0,retakk__,
Buka twitter pasti ketemu cuitan politik beserta komentar buzzer² nya dan maybe orang² yang memang mengamati politik. Aku yg ga ngikuti politik jadi tertarik baca tapi ternyata ngeri juga ya ada yg keliatan paham banget ada yg cm mau mengggiring opini cm mengolok² dll,1.74450671739906E+018,2024-01-08 23:49:47+00:00,eb_isnaini,2725383809,in,"Klaten, Jawa Tengah",0,1,0,0,https://x.com/eb_isnaini/status/1744506717399064839,,0,eb_isnaini,
Ini kan aku megang 2 akun apa algoritma tiap akun itu saling mempengaruhi ya? Di akun kucing yg lewat TL malah politik. Begituan mah kan harusnya di akun si mimom aja hih sebel,1.74451730074799E+018,2024-01-09 00:31:50+00:00,tatitatutom,1.51088416967664E+018,in,,0,1,0,1,https://x.com/tatitatutom/status/1744517300747997353,,0,tatitatutom,
 Ya namanya juga debat. Ya gitu emang debat harus nyerang secara personal?harus banget ngorek2 privasi dan masa lalu?serius ada yg bisa jelasin gak? Aku buta politik soalnya. Takutnya emang bner harus banget nyerang ke ranah pribadi.,1.7445310363386E+018,2024-01-09 01:26:25+00:00,_rumpang,4787791002,in,klan bulan,0,0,0,0,https://x.com/_rumpang/status/1744531036338606424,,0,_rumpang,
Sama kayak di FB (di grup yang aku masukin). Itu bukan grup politik sih tapi kadang ada member yang OOT bahas pilpres dan mostly mereka dukung Pr4bowo atau Ganj4r daripada An1es. Malah cenderung hate Pak An1es sangat berbeda dengan X ,1.74456230637226E+018,2024-01-09 03:30:40+00:00,elliosphere,1.23141994725292E+018,in,🪐,0,0,0,0,https://x.com/elliosphere/status/1744562306372264355,,0,elliosphere,
gue kadang heran sama orang2 yang ngaku liberal/demokratis tapi ketika ada orang lain (bahkan kawannya sendiri) berbeda pendapat mereka gak bisa terima buat gue mah pertemanan ya pertemanan nggak peduli apa pilihan politik lo,1.7445661629635E+018,2024-01-09 03:46:00+00:00,inboundandhot,521917058,in,Undisclosed,9,6,51,172,https://x.com/inboundandhot/status/1744566162963501484,,0,inboundandhot,
HAHAHAHA jujur mulai cape sih maap guys kalo ada tweets politik yang lewat di timeline kalian karena aku like/qrt baru ngeh kalo banyak banget ,1.74457390577029E+018,2024-01-09 04:16:46+00:00,heyitsjessieee_,338956316,in,🇮🇩,0,1,0,0,https://x.com/heyitsjessieee_/status/1744573905770299748,,0,heyitsjessieee_,
Bocah sekarang dibahas berat banget politik dulu aku seumuran mereka masih mikirin pacaran aja,1.74457563343765E+018,2024-01-09 04:23:38+00:00,risafadii,1316680987,in,,0,0,0,0,https://x.com/risafadii/status/1744575633437655193,,0,risafadii,
Beneran dah menurut analisis gw terhadap 10 orang sekitar gw 9 diantaranya milih prabowo. Karakternya terhadap politik itu sama. 1. Gak mau nyari tau terhadap ke 3 calon. 2. Gak objektif terhadap data dan fakta. 3. Buta politik dan BANGGA dengan dalih aku ga suka politik ,1.74458292437112E+018,2024-01-09 04:52:36+00:00,cinnamoncheer,596586975,in,Neverland,0,1,0,0,https://x.com/cinnamoncheer/status/1744582924371120186,,0,cinnamoncheer,
tolong tl gue politik banget.. https://t.co/b6J7HvcfGM,1.74458585892428E+018,2024-01-09 05:04:16+00:00,sonorues,1.29422709513708E+018,in,,0,2,0,0,https://x.com/sonorues/status/1744585858924282059,,0,sonorues,
Punya suami yg melek sama dunia politik itu antara hal yg positif atau negatif. Positifnya dia tau detail tuh tiap orang politik dilain hal aku yg dr dulu apatis ini pusing juga tiap hari beritaa mulu yg ditonton,1.74458927535272E+018,2024-01-09 05:17:50+00:00,burgerisdabest,236806657,in,,0,1,0,0,https://x.com/burgerisdabest/status/1744589275352723588,,0,burgerisdabest,
Gue yakin seyakin yakinnya Melawan Haji Bolotpun Prabowo pasti PLANGA PLONGO Bahkan sekalipun itu temanya urusan Pertahanan keamanan dan Geo Politik Yang ga setuju ga udah baper dan melotot...cukup perbaiki kualitas narasi jagoanmu sono https://t.co/E57sAF21tF,1.74459373924565E+018,2024-01-09 05:35:35+00:00,Miduk17,1.10246186612977E+018,in,"DKI Jakarta, Indonesia",0,13,14,93,https://x.com/Miduk17/status/1744593739245654095,,0,Miduk17,
Agree ini udh aku omongin kmren dri politik aja Sokor g ad kedekatan ma Palestina kta yg privileged krn pny kedekatan emosional ma Palestina krn bnyk hal dri politik agama kta masif beda dgn dsna bhkn mngkin narasi2 media ttg isu genosida ini mngkin beda jg g kyk dsni.,1.74460379903208E+018,2024-01-09 06:15:33+00:00,XXIBINDXX,2646884706,in,Spazzing Haven,0,1,3,5,https://x.com/XXIBINDXX/status/1744603799032082687,,0,XXIBINDXX,
